,designation,country,MTE: designation
656,1870,US,120.0
657,DuBrul Vineyard Red,US,120.0
658,Magnacosta,Italy,120.0
659,Quail Hill Vineyard Old Vines,US,120.0
660,Cuvée des Caudalies Grand Cru Brut,France,120.0
661,Diamant Blanc,France,120.0
662,Monteverro,Italy,120.0
663,Croix de Beaucaillou,France,120.0
664,Campè,Italy,120.0
665,Clone 6 Unfiltered,US,120.0
666,Mercatale,Italy,120.0
667,Palmes d'Or,France,120.0
668,The Octavius Old Vine,Australia,120.0
669,Audax,US,120.0
670,Amery Vineyard Block 6,Australia,120.0
671,Vénus Grand Cru Brut Nature,France,120.0
672,No. 32,Argentina,120.0
673,Flaccianello della Pieve,Italy,120.0
674,Cuvée des Caudalies Grand Cru Brut Rosé,France,120.0
675,Collector's Reserve Puerta Dorada Vineyard,US,120.0
676,Clave de Tábula,Spain,120.0
677,Heart Stoneridge Vineyard,US,120.0
678,Viña del Olivo,Spain,120.0
679,Anfora Breg,Italy,120.0
680,Rare Sherry Pedro Ximénez Viejo,Spain,120.0
681,Lot 1,US,120.0
682,Cuvée Perle d'Ayala,France,120.0
683,Flaccianello,Italy,120.0
684,Conjuro,Argentina,120.0
685,Anfora,Italy,120.0
686,Cuvée Nicolas Francois Brut,France,120.0
687,Finca Piedra Infinita,Argentina,120.0
688,Rarita,Italy,120.0
689,Il Nocio,Italy,120.0
690,Monte Bello,US,120.0
691,Demoiselle La Parisienne Premier Cru Brut,France,120.0
692,Baffonero,Italy,120.0
693,La Haute Cuvée,US,120.0
694,Les Chirats de Saint-Christophe,France,120.0
695,Vallon de L'Aigle,France,120.0
696,200 Monges Selección Especial Reserva,Spain,120.0
697,Coach House Block,Australia,120.0
698,Charlie's Patch,US,120.0
699,Cuvée Rare Réserve Brut,France,120.0
700,Cuvée Rare Brut,France,120.0
701,Neal,US,120.0
702,Femme de Champagne Brut,France,120.0
703,Skull Stonebridge Vineyard,US,120.0
704,Les Vieilles Vignes de Jacques Vernay,France,120.0
705,Il Bricco,Italy,119.0
706,Madonna delle Grazie,Italy,118.66666666666669
707,Nicasia Vineyard,Argentina,118.625
708,Pago Valdebellón,Spain,118.33333333333331
709,La Fabriseria,Italy,118.33333333333331
710,Dolç de l'Obac,Spain,118.33333333333331
711,Beckstoffer Dr. Crane Vineyard,US,118.33333333333331
712,Les Vaucrains Premier Cru,France,118.2
713,Poggio Banale,Italy,118.0
714,Ehrlich Vineyard,US,118.0
715,S.L.V.,US,118.0
716,Suisassi,Italy,118.0
717,Beaune Grèves Premier Cru Vigne de l'Enfant Jésus,France,118.0
718,Nicolas Catena Zapata,Argentina,118.0
719,Hiru 3 Racimos,Spain,118.0
720,375ml,Italy,118.0
721,J. Daniel Cuvée,US,117.85714285714286
722,Bergfeld,US,117.5
723,Pagos de Viña Real,Spain,117.5
724,Paiagallo,Italy,117.5
725,Ried Mariental,Austria,117.0
726,Triumviratum Riserva,Italy,117.0
727,Soul of a Lion,US,116.66666666666669
728,Paleo Rosso,Italy,116.66666666666669
729,Génération XIX,France,116.0909090909091
730,Finca Mirador,Argentina,116.0
731,Procès Premier Cru,France,116.0
732,Dalmau,Spain,116.0
733,Oloroso Viejo,Spain,116.0
734,Joyau de France Brut,France,116.0
735,Suolo,Italy,115.85714285714286
736,Paleo,Italy,115.3846153846154
737,White Stones Adrianna Vineyard,Argentina,115.0
738,Château Montus XL,France,115.0
739,Estate Grown Cave Fermented Finch Hollow,US,115.0
740,Domaine du Clos Frantin Aux Malconsorts Premier Cru,France,115.0
741,Aldone,Italy,115.0
742,Cuvée Femme Brut,France,115.0
743,Estate Grown Mother Rock,US,115.0
744,Paige's Ridge Estate Grown,US,115.0
745,The Factor,Australia,115.0
746,Champs Gains Premier Cru,France,115.0
747,Ten Degrees Vineyard,US,115.0
748,Clos des Hospices Les Clos Grand Cru,France,115.0
749,Tomahawk,US,115.0
750,Colección Vivanco Parcelas de Graciano,Spain,115.0
751,Meursault-Blagny Premier Cru,France,115.0
752,Finch Hollow Estate Grown Cave Fermented Unfiltered,US,115.0
753,Art Bus,US,115.0
754,Colonia Gran Selezione,Italy,115.0
755,Clos Saint Urbain Rangen de Thann Grand Cru,France,115.0
756,Gerione,Italy,114.5
757,Marquis de Laguiche Premier Cru,France,114.0
758,Bouchères Premier Cru,France,114.0
759,Erdener Prälat Auslese Goldkapsel,Germany,114.0
760,Marquis de Laguiche Morgeot Premier Cru ,France,114.0
761,Erdener Prälat Auslese Gold Capsule,Germany,114.0
762,Les Rugiens Premier Cru,France,113.16666666666669
763,Elivette,US,113.125
764,Galatrona,Italy,112.9
765,Homage,New Zealand,112.5
766,Beckstoffer Missouri Hopper Vineyard,US,112.5
767,Stelling Vineyard,US,112.5
768,Barrel Sample,France,112.27272727272728
769,Padrone,US,112.0
770,Collector's Reserve,US,111.66666666666669
771,Descendant,Australia,111.66666666666669
772,Ornato,Italy,111.5
773,Vigna La Casa,Italy,111.33333333333331
774,Le Corton,France,111.25
775,Dr. Crane,US,111.25
776,Laki's Vineyard Estate,US,111.0
777,Bombacher Sommerhalde R GG Trocken,Germany,111.0
778,Malterdinger Bienenberg R GG Trocken,Germany,111.0
779,Nouvelle Vague Grande Cuvée Nummer 7 Trockenbeerenauslese,Austria,111.0
780,Bombacher Sommerhalde R GG Reserve Erste Lage,Germany,111.0
781,Nouvelle Vague Nummer 10 Trockenbeerenauslese,Austria,111.0
782,Aux Chaignots Premier Cru,France,110.66666666666669
783,The Benbournie,Australia,110.5
784,Graacher Himmelreich Auslese Gold Cap,Germany,110.0
785,Sommerhalde R GG Erste Lage,Germany,110.0
786,Son Negre,Spain,110.0
787,Conner Lee Vineyard Reserve,US,110.0
788,dei Togati,Italy,110.0
789,Clos des Hospices Dans Les Clos Grand Cru,France,110.0
790,La Viña de Corteo,Spain,110.0
791,Grand Siècle Brut,France,110.0
792,Padrone Proprietary Red Wine,US,110.0
793,Extra Cuvée de Réserve Vintage,France,110.0
794,Extra Cuvée de Réserve Brut Rosé,France,110.0
795,La Poza de Ballesteros,Spain,110.0
796,Three Twins Vineyard,US,110.0
797,Kracher No. 12,Austria,110.0
798,Malterdinger Bienenberg R GG Erste Lage,Germany,110.0
799,Three D,US,110.0
800,Vintage V,US,110.0
801,Rattlesnake Hill,US,110.0
802,Salvestrin Estate Vineyard Three-D,US,110.0
803,Gernot Langes,Argentina,110.0
804,Piaggione,Italy,110.0
805,Catena Adrianna Vineyard,Argentina,110.0
806,Pago Garduña,Spain,110.0
807,Catena Nicasia Vineyard,Argentina,110.0
808,Aeroplanservaj,Italy,110.0
809,Pago Negralada,Spain,110.0
810,Porto 30 Years Tawny,Portugal,110.0
811,I Puri,Italy,110.0
812,Piggot Range,Australia,110.0
813,Chateau D'Ampuis,France,110.0
814,Referência Grand Reserva,Portugal,110.0
815,Gabbro,Italy,110.0
816,Michel Forget Grand Cru Brut Rosé,France,110.0
817,Michaela's Reserve,US,110.0
818,Carodorum Selección Especial Reserva,Spain,110.0
819,Premier Cru Bouchères,France,110.0
820,Carodorum Único Crianza,Spain,110.0
821,Cuvée Paradis Brut Rosé,France,110.0
822,Wintzenheim Hengst Grand Cru,France,110.0
823,Le Lucére Riserva,Italy,110.0
824,Memento Estate,US,110.0
825,Adelaide Vintage,Portugal,110.0
826,Solist,Austria,110.0
827,Castello di Fonterutoli Siepi,Italy,109.75
828,Grans Muralles,Spain,109.66666666666669
829,Riserva Cent'Anni,Italy,109.5
830,Gouttes d'Or Premier Cru,France,109.2
831,Saz Ruster Ausbruch,Austria,109.0
832,Vertige,France,109.0
833,1860 Vines,Australia,108.75
834,Blueline Vineyard,US,108.33333333333331
835,Lazzarito,Italy,108.33333333333331
836,Ried Loiser Berg Trockenbeerenauslese,Austria,108.0
837,Terminum,Italy,108.0
838,Clos des Argillières Premier Cru,France,108.0
839,30 Year Old Tawny,Portugal,108.0
840,Clos des Poruzots,France,108.0
841,En Rue de Chaux Premier Cru,France,108.0
842,Château de Beaucastel,France,108.0
843,Les Clos Grand Cru Clos des Hospices dans Les Clos,France,108.0
844,Georges de Latour Private Reserve,US,107.77777777777777
845,Nicole's,US,107.5
846,Vigne de l'Enfant Jésus Grèves Premier Cru,France,107.5
847,Illustration,US,107.5
848,Westhofen Morstein GG Trocken,Germany,107.5
849,Ürziger Würzgarten Beerenauslese,Germany,107.25
850,Vigna del Lago,Italy,107.0
851,Erbacher Steinmorgen Auslese,Germany,107.0
852,Graacher Himmelreich Auslese GoldKap,Germany,107.0
853,Testamatta,Italy,107.0
854,Les Damodes Premier Cru,France,106.72727272727272
855,The Octavius,Australia,106.66666666666669
856,Checkmate,US,106.66666666666669
857,Petite Chapelle Premier Cru,France,106.5
858,Calliope Rare,Australia,106.4
859,Cuvée Laetitia Brut,France,106.0
860,Vigneto Monachiara,Italy,106.0
861,RWT,Australia,106.0
862,Domaine des Perdrix,France,106.0
863,Vigna Spuntali Val di Suga,Italy,106.0
864,Les Cailles Premier Cru,France,105.77777777777777
865,Clone 6,US,105.6
866,Dancing Bear Ranch,US,105.25
867,Sammarco,Italy,105.16666666666669
868,Mosconi,Italy,105.0
869,Abetina,US,105.0
870,Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles,France,105.0
871,Greenock Coach House Block,Australia,105.0
872,Vintage III,US,105.0
873,Cyril Henschke,Australia,105.0
874,Ox,Australia,105.0
875,RP30 Tawny 30 Years,Portugal,105.0
876,Pritchard Hill,US,105.0
877,Ma Premiere,US,105.0
878,Wehlener Sonnenuhr Beerenauslese,Germany,105.0
879,PS,Spain,105.0
880,Manachiara,Italy,105.0
881,Bricco delle Viole Riserva,Italy,105.0
882,Virginie de Valandraud Barrel sample,France,105.0
883,Colección Vivanco Parcelas de,Spain,105.0
884,Vigna Loreto,Italy,105.0
885,Ganymede,US,105.0
886,Grand Reserva,Spain,105.0
887,Nummer 11 Trockenbeerenauslese,Austria,105.0
888,Les Folatières Premier Cru,France,104.95454545454544
889,Sorì Ginestra,Italy,104.5
890,Cloudy's Vineyard,US,104.16666666666669
891,Rennie Reserve,US,104.16666666666669
892,Grands Epenots Premier Cru,France,104.0
893,Les Grandes Lolières,France,104.0
894,Paramour,US,104.0
895,Colección Jaime Rodríguez,Spain,104.0
896,Exposure,US,103.75
897,Gran Resalte,Spain,103.5
898,Clos des Fèves Premier Cru,France,103.5
899,Grande Rocim Reserva,Portugal,103.33333333333331
900,Brunate Le Coste,Italy,103.33333333333331
901,Aux Echanges Premier Cru,France,103.33333333333331
902,La Cueva del Contador,Spain,103.0
903,Rapet,Italy,103.0
904,Alenza Gran Reserva,Spain,103.0
905,Zwischen den Steen Nummer 8 Trockenbeerenauslese,Austria,103.0
906,La Dame Wiebelsberg Grand Cru Vendanges Tardives,France,103.0
907,Extra Cuvée de Réserve Vintage Brut,France,103.0
908,Zwischen den Steen Nummer 9 Trockenbeerenauslese,Austria,103.0
909,Cerequio Riserva,Italy,103.0
910,Finch Hollow Estate Grown Cave Fermented,US,102.5
911,Selecció Especial Vinyes Velles,Spain,102.5
912,Dr. Crane Vineyard,US,102.5
913,Vigna del Fiore,Italy,102.5
914,Rocche Rivera,Italy,102.0
915,Grand Cru Clos Saint-Urbain Rangen de Thann,France,102.0
916,Williams Selyem Estate Vineyard,US,102.0
917,Australian Old Vine Collection,Australia,102.0
918,Domaine du Docteur Rodgers,US,102.0
919,Magdalena Toso Limited 20 Barrels,Argentina,102.0
920,Aerope,Australia,102.0
921,30-Year-Old Tawny,Portugal,102.0
922,María,Spain,102.0
923,Vigna Barbagalli,Italy,102.0
924,Vigna Liste Riserva,Italy,102.0
925,Les Charmes Premier Cru,France,101.92307692307692
926,Walther River Block,US,101.66666666666669
927,Journey,US,101.66666666666669
928,30-year old tawny,Portugal,101.5
929,Ten Degrees,US,101.42857142857143
930,Les Porets Saint-Georges Premier Cru,France,101.0
931,Masseria,Italy,101.0
932,Galitzine Vineyard,US,100.4
933,Les Perrières Premier Cru,France,100.1
934,Abetina Vineyard,US,100.0
935,Luis Peique,Spain,100.0
936,Summum,US,100.0
937,Abetina 2,US,100.0
938,Small Block Reserve,US,100.0
939,Greg La Follette Van de Kamp Vineyard,US,100.0
940,Wild Mouse/Cowboys,US,100.0
941,The Premier,US,100.0
942,Abélard,France,100.0
943,Eagle & Plow Block 93,US,100.0
944,No. 55,Argentina,100.0
945,30 Yr. Old Baco Imperial Oloroso,Spain,100.0
946,Lunar Block,Australia,100.0
947,Referencia Grand Reserva,Portugal,100.0
948,Castelgiocondo Riserva,Italy,100.0
949,Demoiselle Millésimé Premier Cru Brut,France,100.0
950,Demoiselle Brut,France,100.0
951,Olive Hill Estate Vineyards Special Selection,US,100.0
952,C.C. Ranch,US,100.0
953,Cuvée Max Qualitätswein Trocken,Germany,100.0
954,Sky Rocket/Guitar Road,US,100.0
955,CE2V Meritage,US,100.0
956,Westhofen Brunnenhäuschen GG Trocken,Germany,100.0
957,No. 22,US,100.0
958,King Coal,US,100.0
959,25 Anni,Italy,100.0
960,CE2V Meritage Red Wine,US,100.0
961,Westhofen Aulerde Trocken,Germany,100.0
962,Estate Reserve 4,US,100.0
963,Charme,Portugal,100.0
964,Single Parcel Los Cerezos,Argentina,100.0
965,Estate Grown Black Label,US,100.0
966,1955 Vineyard Estate Grown La Consulta,Argentina,100.0
967,Andy Erickson,US,100.0
968,Calmo Vino de Lágrima Nocturno,Spain,100.0
969,Champoux & Loess Vineyards Reserve,US,100.0
970,Vintage X Proprietor Grown,US,100.0
971,Vintage VI,US,100.0
972,Oliver's Blend,US,100.0
973,Nouvelle Vague Nummer 8 Trockenbeerenauslese,Austria,100.0
974,Founders' Selection,US,100.0
975,Real de Asúa,Spain,100.0
976,Campo San Paolo,Italy,100.0
977,Cuvée 1522 Grand Cru Brut,France,100.0
978,Mayote,US,100.0
979,"Good Times, Bad Times Beckstoffer To Kalon Vineyard",US,100.0
980,Arcanum III,Italy,100.0
981,Lampyridae Vineyards,US,100.0
982,Grand Wren,US,100.0
983,Fossati Riserva,Italy,100.0
984,Toknar,Chile,100.0
985,Cuvée Victor Mandois Vieilles Vignes Brut,France,100.0
986,Fuller,US,100.0
987,Non-Dosé Brut,France,100.0
988,Poggio al Granchio Riserva,Italy,100.0
989,Champ Gain,France,100.0
990,Latifeh,US,100.0
991,Olive Hill Estate Vyds Special,US,100.0
992,Chapter 5,US,100.0
993,Katherine Lindsay Estate Cuvee Agustina,US,100.0
994,Solo Uno,US,100.0
995,Anthologia,Italy,100.0
996,Cinque Stelle Ca' del Pipa,Italy,100.0
997,Annum,US,100.0
998,Anthologia,France,100.0
999,Maria Mora Enamorada,Portugal,100.0
1000,O'Brien,US,100.0
1001,Marco DiGiulio,US,100.0
1002,Beckstoffer G III,US,100.0
1003,Aux Thorey Premier Cru,France,100.0
1004,A Ken Forrester Wine Farrow Ranch,US,100.0
1005,Magdalena Toso Limited 40 Barrels,Argentina,100.0
1006,Étoile Tête de Cuvée,US,100.0
1007,Ermitage,France,100.0
1008,Synchrony Stagecoach Vineyard,US,100.0
1009,Valeriano,Italy,100.0
1010,Ghielmetti Vineyard Clone Thirty,US,100.0
1011,Les Vieilles Fontaines,France,100.0
1012,Les Folatiéres Premier Cru,France,100.0
1013,Moose Valley Estate,US,100.0
1014,Vigna Spuntali Riserva,Italy,100.0
1015,Blecua,Spain,100.0
1016,Litton Estate Vineyard,US,100.0
1017,Limited Release X Clones,US,100.0
1018,State Ranch,US,100.0
1019,Starderi,Italy,100.0
1020,Villa Zorilor Prince Matei Gran Riserva,Romania,100.0
1021,L'Amarone di Marchetto,Italy,100.0
1022,Les Boudots Premier Cru,France,100.0
1023,Semper V Meritage,US,100.0
1024,Amapola Creek Estate,US,100.0
1025,Gerhard Reisacher,US,100.0
1026,Les Embazées Premier Cru,France,100.0
1027,Cathy's Reserve,US,100.0
1028,X Clones,US,100.0
1029,Vallado Adelaide Vintage,Portugal,100.0
1030,Roennfeldt Road Goose-yard Block,Australia,100.0
1031,Vigna Schiena d'Asino,Italy,100.0
1032,Prestige 50 Amontillado Viejísimo,Spain,100.0
1033,Cathy Corison,US,100.0
1034,Selezione Massimo,Italy,100.0
1035,Milagros de Figuero,Spain,100.0
1036,Ghielmetti Vineyard Clone 337,US,100.0
1037,Bien Nacido Vineyard X Block The Good Nacido,US,100.0
1038,The Château 100 Year Old Vines,Australia,100.0
1039,Presidential 40-year old tawny,Portugal,100.0
1040,The Jem,South Africa,100.0
1041,The Hidden One Exceptional Selection,US,100.0
1042,Reserve Claret,US,100.0
1043,The Hustler,US,100.0
1044,Héloïse,France,100.0
1045,VV 47,Portugal,100.0
1046,Domaine de Terre Ferme,France,100.0
1047,The Art of Giving,US,100.0
1048,Les Porêts-Saint-Georges Premier Cru,France,100.0
1049,Armagh,Australia,100.0
1050,Auma Los Lingues,Chile,100.0
1051,Il Luce Vineyard,US,100.0
1052,Limited Release X Clones Estate,US,100.0
1053,Row 17 Deerwood Vineyard,US,100.0
1054,Ghielmetti Vineyard Clone 4,US,100.0
1055,Hommage Tenma Vineyard,US,100.0
1056,Leonardini Vineyard,US,100.0
1057,VS Reserva,Spain,100.0
1058,Quinta da Manoella VV,Portugal,100.0
1059,Cave di Prun Riserva,Italy,100.0
1060,Quarter Mile Lane Vineyard,US,100.0
1061,Black Label Estate Grown,US,100.0
1062,Limited Release X Clones Estate Bottled,US,100.0
1063,Domaine de Grands Amandiers,France,100.0
1064,Fiddlestix Vineyard The Barn Find,US,100.0
1065,Blackcrow Mountain,US,100.0
1066,Bricco di Treiso,Italy,100.0
1067,Kurni,Italy,100.0
1068,Eligo,Australia,99.75
1069,Esslin,New Zealand,99.33333333333331
1070,Vanotu,Italy,99.0
1071,Sogno dell'Uva,Italy,99.0
1072,J,Germany,99.0
1073,Grande Sendrée Brut,France,99.0
1074,Beaune-Grèves Premier Cru,France,99.0
1075,Statement,US,99.0
1076,Alteo,Italy,99.0
1077,Aroha,New Zealand,99.0
1078,En Virondot Premier Cru,France,99.0
1079,Extra Cuvée de Réserve Blanc de Chardonnay Brut,France,99.0
1080,Rüdesheimer Berg Schlossberg Trockenbeerenauslese,Germany,99.0
1081,O. Leucura Reserva,Portugal,99.0
1082,Ile des Vergelesses Premier Cru,France,99.0
1083,Marquis de Laguiche Morgeot Premier Cru,France,99.0
1084,Boiolo,Italy,99.0
1085,Tros de Clos,Spain,99.0
1086,Wehlener Sonnenuhr Auslese Goldkap,Germany,99.0
1087,Garage Wine,Chile,99.0
1088,Estremus,Portugal,99.0
1089,La Madeleine de Saint-Mont,France,99.0
1090,Stature,US,98.75
1091,Pietramarina Bianco Superiore,Italy,98.75
1092,Nei Cannubi,Italy,98.57142857142857
1093,Villa Gemma,Italy,98.33333333333331
1094,Altos de Lanzaga,Spain,98.28571428571428
1095,Winemaker's Reserve Estate,US,98.0
1096,Chinese Cuvée,US,98.0
1097,Filo di Seta,Italy,98.0
1098,Scharzhofberger Auslese #4,Germany,98.0
1099,Isoceles Reserve,US,98.0
1100,Castello del Terriccio,Italy,98.0
1101,Ruben's Block,US,98.0
1102,Rosé de Saignée Premier Cru Brut,France,98.0
1103,Cobalt,US,98.0
1104,Maria di Brun,Italy,98.0
1105,Cuvée August,US,98.0
1106,Kronos,US,98.0
1107,Trasolo,Italy,97.5
1108,Rugiens Premier Cru,France,97.5
1109,Clos des Mouches Premier Cru,France,97.45
1110,Clos Himmelreich,France,97.33333333333331
1111,Kronos Vineyard,US,97.2
1112,Haute Densité,France,97.125
1113,Abtsberg Auslese 37,Germany,97.0
1114,Liber Gran Reserva,Spain,97.0
1115,Zöbinger Heiligenstein Beerenauslese,Austria,97.0
1116,Orgueil de France Brut,France,96.66666666666669
1117,Late Disgorged Brut,US,96.66666666666669
1118,Christopher's,US,96.66666666666669
1119,Les Tessons,France,96.57142857142857
1120,Domaine des Perdrix Aux Perdrix Premier Cru,France,96.5
1121,Diamant Bleu,France,96.25
1122,Boscarelli dei Boscarelli,Italy,96.0
1123,Neo Punta Esencia,Spain,96.0
1124,Clos Schild Pfingstberg Grand Cru,France,96.0
1125,Cask 4,US,96.0
1126,La Petite Chapelle,France,96.0
1127,Mernet Reserve 35th Anniversary,US,96.0
1128,Arcanum II,Italy,96.0
1129,Reynard,France,96.0
1130,Genevrières,France,96.0
1131,Vigna Paganelli Riserva,Italy,96.0
1132,Prephylloxera La Vigna di Don Peppino,Italy,96.0
1133,Rocche,Italy,96.0
1134,Arcanum I,Italy,96.0
1135,Oreno,Italy,96.0
1136,Quinta da Gricha Vintage,Portugal,95.6
1137,I Castagni,Italy,95.6
1138,Parafada,Italy,95.5
1139,Cerequio,Italy,95.5
1140,Bricco Asili Bernardot,Italy,95.2
1141,Solare Vino di Tavola,Italy,95.0
1142,Re dei Re Vintner's Reserve,US,95.0
1143,Coparossa,Italy,95.0
1144,Proprietary Cuvée,US,95.0
1145,La Combe de Malleval,France,95.0
1146,Mirabilis Grande Reserva,Portugal,95.0
1147,20th Anniversary Vintage,US,95.0
1148,Pietradonice,Italy,95.0
1149,Fay Estate,US,95.0
1150,Hommage à nos Pairs Reserve,US,95.0
1151,Hommage A Nois Pairs Reserve,US,95.0
1152,Townsend Vineyard,US,95.0
1153,Trois,US,95.0
1154,Les Granits,France,95.0
1155,Punta Esencia,Spain,95.0
1156,Colección Vivanco 4 Varietales Tempranillo-Graciano-­Garnacha-Mazuelo,Spain,95.0
1157,Les Champs Canet Premier Cru,France,95.0
1158,X2 Estate,US,95.0
1159,Reserve Bovet,US,95.0
1160,Picolit,Italy,95.0
1161,Casa dei Bepi,Italy,95.0
1162,Cannubi San Lorenzo Ravera,Italy,95.0
1163,Coeur Blanc (White Heart),US,95.0
1164,Three Acre Estate,US,95.0
1165,Blanc des Millénaires,France,95.0
1166,Kelham Vineyard,US,95.0
1167,The Medhyk Old Vine,Australia,95.0
1168,Guglielmi di Jago,Italy,95.0
1169,Monitor Ledge Vineyard,US,95.0
1170,FAY Estate,US,95.0
1171,Beckstoffer Vineyard Clone Six,US,95.0
1172,Costasera Riserva,Italy,95.0
1173,Vigneto il Fornetto,Italy,95.0
1174,Las Pizarras,Chile,95.0
1175,Riserva Vigna Paganelli,Italy,95.0
1176,Brut Late Disgorged Blanc de Noir,US,95.0
1177,Late Disgorged Brut Blanc de Blancs,US,95.0
1178,Òlbia,Spain,95.0
1179,Riserva Vigneto Le Balze,Italy,95.0
1180,Vin San Laurentino,Italy,95.0
1181,Five Sisters,US,95.0
1182,Ossa Sixth Generation,Chile,95.0
1183,Bien Nacido X Block The Good Nacido,US,95.0
1184,Zerum Riserva Dosaggio Zero,Italy,95.0
